/home/xxm/Desktop/EMSE/dataset/models/research/swivel/prep.py,.home.xxm.Desktop.EMSE.dataset.models.research.swivel.prep.compute_coocs,var,pair,"(int, int)",189,"        pair = (min(lid, rid), max(lid, rid))"
/home/xxm/Desktop/EMSE/dataset/models/research/swivel/prep.py,.home.xxm.Desktop.EMSE.dataset.models.research.swivel.prep.compute_coocs,var,pair,"(?, ?)",197,"      pair = (lid, lid)"
/home/xxm/Desktop/EMSE/dataset/models/research/swivel/prep.py,.home.xxm.Desktop.EMSE.dataset.models.research.swivel.prep.create_vocabulary,var,vocab,"[(?, ?)]",112,"  vocab = [(tok, n) for tok, n in vocab.iteritems() if n >= FLAGS.min_count]"
/home/xxm/Desktop/EMSE/dataset/models/research/swivel/prep.py,.home.xxm.Desktop.EMSE.dataset.models.research.swivel.prep.create_vocabulary,var,vocab,"[(?, ?)]",124,  vocab = vocab[:num_words]
/home/xxm/Desktop/EMSE/dataset/models/research/swivel/prep.py,.home.xxm.Desktop.EMSE.dataset.models.research.swivel.prep.create_vocabulary,var,vocab,dict,98,  vocab = {}
/home/xxm/Desktop/EMSE/dataset/models/research/struct2depth/util.py,.home.xxm.Desktop.EMSE.dataset.models.research.struct2depth.util.normalize_depth_for_display,var,disp,None,89,"  disp = gray2rgb(disp, cmap=cmap)"
/home/xxm/Desktop/EMSE/dataset/models/research/struct2depth/util.py,.home.xxm.Desktop.EMSE.dataset.models.research.struct2depth.util.normalize_depth_for_display,var,disp,float,83,  disp = 1.0 / (depth + 1e-6)
/home/xxm/Desktop/EMSE/dataset/models/research/object_detection/inputs.py,.home.xxm.Desktop.EMSE.dataset.models.research.object_detection.inputs.pad_input_data_to_static,var,padding_shape,[?],463,"    padding_shape = [max_num_boxes,"
/home/xxm/Desktop/EMSE/dataset/models/research/object_detection/inputs.py,.home.xxm.Desktop.EMSE.dataset.models.research.object_detection.inputs.pad_input_data_to_static,var,padding_shape,[?],470,"    padding_shape = [max_num_boxes, shape_utils.get_dim_as_int(tensor_shape[1])]"
/home/xxm/Desktop/EMSE/dataset/models/research/object_detection/inputs.py,.home.xxm.Desktop.EMSE.dataset.models.research.object_detection.inputs.pad_input_data_to_static,var,padding_shape,[?],477,"    padding_shape = [max_num_boxes, shape_utils.get_dim_as_int(tensor_shape[1])]"
/home/xxm/Desktop/EMSE/dataset/models/research/object_detection/inputs.py,.home.xxm.Desktop.EMSE.dataset.models.research.object_detection.inputs.pad_input_data_to_static,var,padding_shape,[None],483,"    padding_shape = [max_num_context_features, context_feature_length]"
/home/xxm/Desktop/EMSE/dataset/models/research/object_detection/meta_architectures/context_rcnn_meta_arch_tf1_test.py,.home.xxm.Desktop.EMSE.dataset.models.research.object_detection.meta_architectures.context_rcnn_meta_arch_tf1_test.ContextRCNNMetaArchTest._build_model,var,fake_feature_extractor,FakeFasterRCNNFeatureExtractor,262,      fake_feature_extractor = FakeFasterRCNNFeatureExtractor()
/home/xxm/Desktop/EMSE/dataset/models/research/object_detection/meta_architectures/context_rcnn_meta_arch_tf1_test.py,.home.xxm.Desktop.EMSE.dataset.models.research.object_detection.meta_architectures.context_rcnn_meta_arch_tf1_test.ContextRCNNMetaArchTest._build_model,var,fake_feature_extractor,FakeFasterRCNNKerasFeatureExtractor,260,      fake_feature_extractor = FakeFasterRCNNKerasFeatureExtractor()
/home/xxm/Desktop/EMSE/dataset/models/official/benchmark/owner_utils_test.py,.home.xxm.Desktop.EMSE.dataset.models.official.benchmark.owner_utils_tes,func,method_inherited_owner,? -> ?,55,  def method_inherited_owner(self):
/home/xxm/Desktop/EMSE/dataset/models/official/benchmark/owner_utils_test.py,.home.xxm.Desktop.EMSE.dataset.models.official.benchmark.owner_utils_tes,func,method_inherited_owner,_owner -> int,44,  def method_inherited_owner(self):
/home/xxm/Desktop/EMSE/dataset/models/official/benchmark/owner_utils_test.py,.home.xxm.Desktop.EMSE.dataset.models.official.benchmark.owner_utils_tes,func,method_override_owner,? -> ?,59,  def method_override_owner(self):
/home/xxm/Desktop/EMSE/dataset/models/official/benchmark/owner_utils_test.py,.home.xxm.Desktop.EMSE.dataset.models.official.benchmark.owner_utils_tes,func,method_override_owner,_owner -> int,48,  def method_override_owner(self):
/home/xxm/Desktop/EMSE/dataset/models/research/deeplab/core/dense_prediction_cell.py,.home.xxm.Desktop.EMSE.dataset.models.research.deeplab.core.dense_prediction_cell.DensePredictionCell.build_cell,var,scope,None,171,                 scope=None):
/home/xxm/Desktop/EMSE/dataset/models/research/deeplab/core/dense_prediction_cell.py,.home.xxm.Desktop.EMSE.dataset.models.research.deeplab.core.dense_prediction_cell.DensePredictionCell.build_cell,var,scope,str,218,            scope = 'branch%d' % i
